"id";"type";"classes";"grounding";"question";"gold_answer";"llm_response";"has_rule";"rules_count";"has_context";"contexts_count";"complexity";"saf";"nli";"sim";"model"
"26";"grafo";":JointController :ControllerObligation :LiabilityOfJointController :Controller";"chapter IV, article 26, point 1, chapter IV, article 26, point 2, chapter IV, article 26, point 3";"What are the responsibilities of joint controllers under Article 26 of the GDPR Regulation?";"Joint controllers must determine their respective responsibilities for compliance with the obligations under this Regulation, in particular as regards the exercising of the rights of the data subject and their respective duties to provide the information referred to in Articles 13 and 14, by means of an arrangement between them unless, and in so far as, the respective responsibilities of the controllers are determined by Union or Member State law to which the controllers are subject. The arrangement may designate a contact point for data subjects. The arrangement shall duly reflect the respective roles and relationships of the joint controllers vis-à-vis the data subjects. The essence of the arrangement shall be made available to the data subject. Irrespective of the terms of the arrangement referred to in paragraph 1, the data subject may exercise his or her rights under this Regulation in respect of and against each of the controllers.";"Joint controllers, who jointly determine the purposes and means of processing, must transparently establish their respective responsibilities for compliance with GDPR obligations. This includes how they will handle data subject rights and provide information as per Articles 13 and 14. This determination is made through an arrangement between them, unless specified by Union or Member State law. Data subjects can exercise their rights against each controller individually.";"1";"31";"1";"3";"4";"1.00";"0.90";"0.80";"gemini"
"27";"grafo";":Controller :Processor :ControllerRepresentative :ProcessorRepresentative :ExclusionException :Article";"chapter IV, article 27, point 1, chapter i, article 2";"When is a controller or processor not established in the Union exempt from designating a representative in the Union under Article 27?";"The obligation laid down in paragraph 1 of this Article shall not apply to: (a) processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to in Article 9(1) or processing of personal data relating to criminal convictions and offences referred to in Article 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; or (b) a public authority or body.";"A controller or processor not established in the Union is exempt from designating a representative if the processing is occasional, does not include, on a large scale, processing of special categories of data as referred to in Article 9(1) or the processing of personal data relating to criminal convictions and of the offences referred to in Article 10, and is unlikely to result in a risk to the rights and freedoms of data subjects, taking into account the nature, scope, context and purposes of the processing.";"1";"17";"1";"4";"6";"0.46";"0.72";"0.83";"gemini"
"28";"grafo";":Processor :Controller :ProcessorObligation :ProcessorControllerAgreement";"chapter IV, article 28, point 3a, chapter IV, article 28, point 3b, chapter IV, article 28, point 3e, chapter IV, article 28, point 3f, chapter IV, article 28, point 3h, chapter IV, article 28, point 3g, chapter IV, article 28, point 3";"What are the obligations of a processor under a contract or other legal act with the controller, according to Article 28?";"The obligations of a processor under a contract or other legal act with the controller, according to Article 28, include processing personal data only on documented instructions from the controller, ensuring confidentiality of persons authorized to process the data, taking all measures required pursuant to Article 32, respecting the conditions for engaging another processor, assisting the controller by appropriate technical and organizational measures, assisting the controller in ensuring compliance with the obligations pursuant to Articles 32 to 36, deleting or returning all the personal data to the controller after the end of the provision of services relating to processing, making available to the controller all information necessary to demonstrate compliance with the obligations laid down in this Article and allow for and contribute to audits, including inspections, conducted by the controller or another auditor mandated by the controller, and immediately informing the controller if, in its opinion, an instruction infringes this Regulation or other Union or Member State data protection provisions.";"Under Article 28, a processor's obligations when acting under a contract or legal act with a controller include processing data only on documented instructions, ensuring confidentiality among authorized personnel, assisting the controller with data subject rights requests, and making all necessary information available for audits. The processor must also delete or return data after service provision, unless otherwise required by law.";"1";"17";"1";"16";"4";"0.95";"0.86";"0.84";"gemini"
"29";"grafo";":Processor :Controller :PersonalData :Processing :ProcessorObligation :OnlyActOnDocumentedInstructionFromController :LawfulBasisForProcessing";"chapter IV, article 29, point text_1, chapter IV, article 32, point 4";"Under what circumstances can the processor or any person acting under the authority of the controller or processor process personal data?";"The processor and any person acting under the authority of the controller or of the processor, who has access to personal data, shall not process those data except on instructions from the controller, unless required to do so by Union or Member State law.";"The processor or any person acting under the authority of the controller or processor may process personal data only on instructions from the controller, unless required to do so by Union or Member State law. This is further detailed in Chapter IV, Article 29, Point text_1 and Chapter IV, Article 32, Point 4.";"1";"19";"1";"50";"7";"0.84";"0.97";"0.80";"gemini"
"30";"grafo";":Controller :MaintainRecordsOfProcessingActivities :Processing :RecordCategoriesOfDataSubjectsAndPersonalData :RecordCategoriesOfRecipientsWhereDataShared :RecordCrossBorderDataTransfer :RecordDataRetentionPeriod :RecordPurposeOfProcessing :RecordSecurityMeasures";"chapter IV, article 30, point 1a, chapter IV, article 30, point 1b, chapter IV, article 30, point 1c, chapter IV, article 30, point 1d, chapter IV, article 30, point 1e, chapter IV, article 30, point 1f, chapter IV, article 30, point 1g, chapter IV, article 30, point 3";"What information should be included in the record of processing activities maintained by a controller according to Article 30?";"The record of processing activities maintained by a controller should contain the name and contact details of the controller and, where applicable, the joint controller, the controller's representative and the data protection officer; the purposes of the processing; a description of the categories of data subjects and of the categories of personal data; the categories of recipients to whom the personal data have been or will be disclosed including recipients in third countries or international organisations; where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of Article 49(1), the documentation of suitable safeguards; where possible, the envisaged time limits for erasure of the different categories of data; where possible, a general description of the technical and organisational security measures referred to in Article 32(1).";"According to Article 30(1) of the GDPR, the record of processing activities maintained by a controller must include: the name and contact details of the controller and DPO; the purposes of the processing; a description of data subject and personal data categories; recipients of data; where possible, time limits for erasure; and a general description of security measures.";"1";"22";"1";"16";"9";"0.66";"1.00";"0.64";"gemini"
"31";"grafo";":CooperateWithDPA :Controller :Processor :DPA";"chapter IV, article 31, point text_1";"Who is required to cooperate with the supervisory authority upon request in the performance of its tasks according to Article 31 of the GDPR?";"The controller and the processor and, where applicable, their representatives.";"According to Article 31 of the GDPR, the controller and the processor, and where applicable, their representatives, are required to cooperate with the supervisory authority upon request in the performance of its tasks.";"1";"17";"1";"1";"4";"0.80";"0.54";"0.62";"gemini"
"32";"grafo";":Controller :Processor :DataSecurity :SecurityOfPersonalData";"chapter IV, article 32, point 1d, chapter IV, article 32, point 1";"What are the four technical and organisational measures that the controller and processor should implement to ensure a level of security appropriate to the risk?";"The four technical and organisational measures that the controller and processor should implement to ensure a level of security appropriate to the risk are: (a) the pseudonymisation and encryption of personal data; (b) the ability to ensure the ongoing confidentiality, integrity, availability and resilience of processing systems and services; (c) the ability to restore the availability and access to personal data in a timely manner in the event of a physical or technical incident; (d) a process for regularly testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the processing.";"The controller and processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk. These measures should take into account the state of the art, implementation costs, and the nature, scope, context, and purposes of processing, as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons. Specific measures include a process for regularly testing, assessing, and evaluating the effectiveness of security measures.";"1";"17";"1";"50";"4";"1.00";"0.99";"0.70";"gemini"
"33";"grafo";":Controller :DPA :DataBreach :ReportDataBreachToDPAWithin72Hours";"chapter IV, article 33, point 1";"What is the time limit for a controller to notify the supervisory authority of a personal data breach?";"The controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons.";"The controller must notify the supervisory authority of a personal data breach without undue delay and, where feasible, not later than 72 hours after becoming aware of it, unless the breach is unlikely to result in a risk to the rights and freedoms of natural persons. If the notification is delayed beyond 72 hours, reasons for the delay must be provided.";"1";"31";"1";"50";"4";"1.00";"0.99";"0.84";"gemini"
"34";"grafo";":Controller :DataBreach :DataSubject :NotifyDataSubjectOfBreach :ExceptionsOnReportingDataSubjectsOfBreach";"chapter IV, article 34, point 3, chapter IV, article 34, point 3a, chapter IV, article 34, point 3b, chapter IV, article 34, point 3c";"When is a controller not required to communicate a personal data breach to the data subject according to Article 34?";"The controller is not required to communicate a personal data breach to the data subject if any of the following conditions are met: (a) the controller has implemented appropriate technical and organisational protection measures, and those measures were applied to the personal data affected by the personal data breach, in particular those that render the personal data unintelligible to any person who is not authorised to access it, such as encryption; (b) the controller has taken subsequent measures which ensure that the high risk to the rights and freedoms of data subjects referred to in paragraph 1 is no longer likely to materialise; (c) it would involve disproportionate effort. In such a case, there shall instead be a public communication or similar measure whereby the data subjects are informed in an equally effective manner.";"A controller is not required to communicate a personal data breach to the data subject if any of the following conditions are met: the controller has implemented appropriate technical and organisational protection measures, such as encryption, applied to the affected data; subsequent measures have been taken that ensure the high risk is no longer likely to materialise; or communicating the breach would involve disproportionate effort, in which case a public communication or similar measure must be used instead. These conditions are outlined in Article 34(3).";"1";"31";"1";"7";"5";"0.94";"0.67";"0.75";"gemini"
"35";"grafo";":ImpactAssessment :ControllerObligation :Activity :Processing :PersonalData :FactorsForImpactAssessment";"chapter IV, article 35, point 1, chapter IV, article 35, point 3a, chapter IV, article 35, point 3b, chapter IV, article 35, point 3c, chapter IV, article 35, point 4, chapter IV, article 35, point 2";"When is a data protection impact assessment required according to Article 35?";"A data protection impact assessment is required when a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons. It is also required in specific cases such as systematic and extensive evaluation of personal aspects relating to natural persons which is based on automated processing, including profiling, and on which decisions are based that produce legal effects concerning the natural person or similarly significantly affect the natural person; processing on a large scale of special categories of data referred to in Article 9(1), or of personal data relating to criminal convictions and offences referred to in Article 10; or a systematic monitoring of a publicly accessible area on a large scale.";"A Data Protection Impact Assessment (DPIA) is required when a type of processing, particularly using new technologies, is likely to result in a high risk to the rights and freedoms of natural persons. This assessment must be carried out by the controller prior to the processing. Specific situations mandating a DPIA include systematic and extensive evaluation of personal aspects based on automated processing, including profiling, that leads to legal effects or significantly affects the individual; large-scale processing of special categories of data or data relating to criminal convictions; or systematic monitoring of publicly accessible areas on a large scale. The supervisory authority may also establish lists of processing operations requiring a DPIA, or those exempt from it.";"1";"16";"1";"18";"6";"0.94";"0.55";"0.78";"gemini"
"36";"grafo";":Controller :DPA :Processing :ControllerObligation";"chapter IV, article 36, point 1, chapter IV, article 36, point 5";"When is a controller required to consult the supervisory authority prior to processing?";"The controller shall consult the supervisory authority prior to processing where a data protection impact assessment under Article 35 indicates that the processing would result in a high risk in the absence of measures taken by the controller to mitigate the risk.";"A controller is required to consult the supervisory authority prior to processing personal data when a data protection impact assessment indicates that the processing would result in a high risk in the absence of measures taken by the controller to mitigate the risk. Additionally, Member State law may require prior consultation or authorization for processing carried out in the public interest, including social protection and public health.";"1";"22";"1";"50";"4";"0.97";"0.54";"0.67";"gemini"
"37";"grafo";":Controller :Processor :DPO :DPOObligation";"chapter IV, article 37, point 1, chapter IV, article 37, point 1b, chapter IV, article 37, point 5, chapter IV, article 38, point 3, Rule_37_General_Obligation, Rule_37_Designate_Dpo, Rule_37_Designation_Criteria, Rule_37_General_Permission";"Under what circumstances must a controller or processor designate a data protection officer?";"A controller or processor must designate a data protection officer in any case where: a) the processing is carried out by a public authority or body, except for courts acting in their judicial capacity; b) the core activities of the controller or the processor consist of processing operations which, by virtue of their nature, their scope and/or their purposes, require regular and systematic monitoring of data subjects on a large scale; or c) the core activities of the controller or the processor consist of processing on a large scale of special categories of data pursuant to Article 9 and personal data relating to criminal convictions and offences referred to in Article 10.";"A controller or processor must designate a Data Protection Officer (DPO) when required by Union or Member State law, or when their core activities involve regular and systematic monitoring of data subjects on a large scale. Additionally, a DPO may be designated in other cases, and must possess professional qualities and expert knowledge of data protection law and practices. The DPO shall not receive instructions regarding their tasks and shall report directly to the highest management level.";"1";"17";"1";"50";"4";"0.98";"0.54";"0.61";"gemini"
"38";"grafo";":DPO :DPOObligation :MonitorCompliance";"chapter IV, article 39, point 1a, chapter IV, article 39, point 1b, chapter IV, article 39, point 1c, chapter IV, article 39, point 1d, chapter IV, article 39, point 1e, chapter IV, article 39, point 2, chapter IV, article 39, point 1";"What are the tasks of the data protection officer according to Article 39 of the GDPR?";"The data protection officer shall have at least the following tasks: to inform and advise the controller or the processor and the employees who carry out processing of their obligations pursuant to this Regulation and to other Union or Member State data protection provisions; to monitor compliance with this Regulation, with other Union or Member State data protection provisions and with the policies of the controller or processor in relation to the protection of personal data, including the assignment of responsibilities, awareness-raising and training of staff involved in processing operations, and the related audits; to provide advice where requested as regards the data protection impact assessment and monitor its performance pursuant to Article 35; to cooperate with the supervisory authority; to act as the contact point for the supervisory authority on issues relating to processing, including the prior consultation referred to in Article 36, and to consult, where appropriate, with regard to any other matter.";"According to Article 39 of the GDPR, the tasks of the Data Protection Officer (DPO) include informing and advising on data protection obligations, monitoring compliance with regulations and internal policies, cooperating with the supervisory authority, and acting as a contact point for the supervisory authority on processing-related issues. The DPO must also provide advice on data protection impact assessments and monitor their performance.";"0";"0";"1";"7";"3";"0.98";"0.96";"0.69";"gemini"
"39";"grafo";":DPO :DPOObligation :MonitorCompliance :Compliance :Controller :Processor";"chapter IV, article 38, point 1, chapter IV, article 38, point 2, chapter IV, article 38, point 3, chapter IV, article 38, point 4, chapter IV, article 38, point 5, chapter IV, article 38, point 6";"What is the role of the data protection officer according to Article 38 of the GDPR?";"The data protection officer is responsible for being involved in all issues related to the protection of personal data, performing tasks referred to in Article 39, being supported by the controller and processor with necessary resources and access to personal data, reporting directly to the highest management level, being bound by secrecy or confidentiality, and being able to fulfill other tasks and duties as long as they do not result in a conflict of interests.";"The Data Protection Officer (DPO) must be involved in all issues related to personal data protection in a timely and proper manner. The controller or processor must support the DPO by providing necessary resources, access to data and operations, and maintaining their expert knowledge. The DPO may perform other tasks, provided they do not create a conflict of interests. They report directly to the highest management level and are protected from dismissal or penalty for performing their duties. Data subjects can contact the DPO regarding processing of their data and exercise of their rights.";"1";"11";"1";"6";"6";"0.93";"0.55";"0.72";"gemini"
"40";"grafo";":CodeOfConduct :Compliance :Processing :MonitorCompliance";"chapter IV, article 40, point 2, chapter IV, article 40, point 1, chapter IV, article 40, point 4";"What is the purpose of codes of conduct under Article 40 of the GDPR Regulation?";"The purpose of codes of conduct under Article 40 of the GDPR Regulation is to contribute to the proper application of the Regulation, taking account of the specific features of the various processing sectors and the specific needs of micro, small and medium-sized enterprises.";"The purpose of codes of conduct under Article 40 of the GDPR Regulation is to specify the application of the regulation. Associations and other bodies representing categories of controllers or processors may prepare these codes to contribute to the proper application of the GDPR, considering specific sector features and the needs of SMEs. These codes must include mechanisms for monitoring compliance.";"1";"18";"1";"15";"4";"0.98";"0.54";"0.92";"gemini"
"41";"grafo";":CodeOfConduct :MonitorCompliance :Compliance :Entity :CertificationBody :SealsAndCertification :ConditionsForSealsAndCertifications";"chapter IV, article 41, point 2, chapter IV, article 41, point 2a, chapter IV, article 41, point 2b, chapter IV, article 41, point 2c, chapter IV, article 41, point 1";"What are the criteria that a body must meet to be accredited to monitor compliance with a code of conduct under Article 41?";"The body must demonstrate its independence and expertise in relation to the subject-matter of the code to the satisfaction of the competent supervisory authority, establish procedures to assess the eligibility of controllers and processors concerned to apply the code, monitor their compliance with its provisions and periodically review its operation, establish procedures and structures to handle complaints about infringements of the code or the manner in which the code has been, or is being, implemented by a controller or processor, and demonstrate to the satisfaction of the competent supervisory authority that its tasks and duties do not result in a conflict of interests.";"To be accredited to monitor compliance with a code of conduct, a body must demonstrate independence and expertise in the subject matter to the supervisory authority's satisfaction. It must also have established procedures for assessing controller/processor eligibility, monitoring compliance, and periodically reviewing the code's operation. Furthermore, the body needs procedures and transparent structures for handling complaints about code infringements and making these transparent to data subjects and the public. This accreditation is granted by the competent supervisory authority.";"1";"6";"1";"9";"7";"0.90";"0.86";"0.86";"gemini"
"42";"grafo";":SealsAndCertification :Certification :Seal :ConditionsForSealsAndCertifications :Compliance";"chapter IV, article 42, point 1, chapter IV, article 42, point 2";"What is the purpose of data protection certification mechanisms and seals according to Article 42?";"The purpose of data protection certification mechanisms and seals is to demonstrate compliance with GDPR regulations of processing operations by controllers and processors, and to establish appropriate safeguards for personal data transfers to third countries or international organizations.";"The purpose of data protection certification mechanisms and seals, according to Article 42, is to demonstrate compliance with the GDPR for processing operations by controllers and processors. They can also demonstrate appropriate safeguards for data transfers to third countries or international organizations by controllers or processors not subject to the GDPR. The establishment of these mechanisms is encouraged at the Union level, taking into account the needs of small and medium-sized enterprises.";"1";"4";"1";"8";"5";"0.98";"0.54";"0.81";"gemini"
"43";"grafo";":CertificationBody :Certification :ConditionsForSealsAndCertifications :VoluntarySystemOfAccredition";"chapter IV, article 43, point 2, chapter IV, article 43, point 1b, chapter IV, article 43, point 2a, chapter IV, article 43, point 2c, chapter IV, article 43, point 2d, chapter IV, article 43, point 2e, chapter IV, article 43, point 4";"What are the requirements for certification bodies to be accredited in accordance with paragraph 1 of Article 43?";"Certification bodies referred to in paragraph 1 shall be accredited in accordance with that paragraph only where they have demonstrated their independence and expertise in relation to the subject-matter of the certification to the satisfaction of the competent supervisory authority; undertaken to respect the criteria referred to in Article 42(5) and approved by the supervisory authority which is competent pursuant to Article 55 or 56 or by the Board pursuant to Article 63; established procedures for the issuing, periodic review and withdrawal of data protection certification, seals and marks; established procedures and structures to handle complaints about infringements of the certification or the manner in which the certification has been, or is being, implemented by the controller or processor, and to make those procedures and structures transparent to data subjects and the public; and demonstrated, to the satisfaction of the competent supervisory authority, that their tasks and duties do not result in a conflict of interests.";"Certification bodies must be accredited by a national accreditation body designated in accordance with Regulation (EC) No 765/2008 and EN-ISO/IEC 17065/2012, or by the competent supervisory authority. They must demonstrate independence and expertise, have procedures for issuing and withdrawing certification, handle complaints transparently, and avoid conflicts of interest. Accreditation is valid for a maximum of five years and is subject to renewal.";"1";"9";"1";"16";"4";"0.86";"0.54";"0.58";"gemini"
"44";"grafo";":PersonalData :CrossBorderTransfer :RestrictionsOnCrossBorderTransfers :Controller :Processor :Obligation";"chapter V, article 44, point text_1, chapter_v_article_46";"Under what conditions can a transfer of personal data to a third country or international organization take place according to Article 44 of the GDPR?";"A transfer of personal data to a third country or international organization can take place only if the conditions laid down in Chapter V of the GDPR are complied with by the controller and processor, including for onward transfers of personal data from the third country or an international organization to another third country or to another international organization.";"A transfer of personal data to a third country or international organization can take place only if appropriate safeguards are provided, and if enforceable data subject rights and effective legal remedies are available. This ensures that the level of protection for natural persons guaranteed by the GDPR is not undermined. These conditions apply to the controller and processor, including for onward transfers.";"1";"16";"1";"1";"6";"0.97";"0.54";"0.71";"gemini"
"45";"grafo";":CertificationBody :Certification :ConditionsForSealsAndCertifications :VoluntarySystemOfAccredition";"chapter IV, article 43, point 2, chapter IV, article 43, point 1b, chapter IV, article 43, point 2a, chapter IV, article 43, point 2c, chapter IV, article 43, point 2d, chapter IV, article 43, point 2e, chapter IV, article 43, point 4";"What are the requirements for certification bodies to be accredited in accordance with paragraph 1 of Article 43?";"Certification bodies referred to in paragraph 1 shall be accredited in accordance with that paragraph only where they have demonstrated their independence and expertise in relation to the subject-matter of the certification to the satisfaction of the competent supervisory authority; undertaken to respect the criteria referred to in Article 42(5) and approved by the supervisory authority which is competent pursuant to Article 55 or 56 or by the Board pursuant to Article 63; established procedures for the issuing, periodic review and withdrawal of data protection certification, seals and marks; established procedures and structures to handle complaints about infringements of the certification or the manner in which the certification has been, or is being, implemented by the controller or processor, and to make those procedures and structures transparent to data subjects and the public; and demonstrated, to the satisfaction of the competent supervisory authority, that their tasks and duties do not result in a conflict of interests.";"Certification bodies must be accredited by a national accreditation body designated in accordance with Regulation (EC) No 765/2008 and EN-ISO/IEC 17065/2012, or by the competent supervisory authority. They must demonstrate independence and expertise, have procedures for issuing and withdrawing certification, handle complaints transparently, and avoid conflicts of interest. Accreditation is valid for a maximum of five years and is subject to renewal.";"1";"9";"1";"16";"4";"0.86";"0.54";"0.58";"gemini"
"46";"grafo";":Article :RegulatoryAuthority :SecurityOfPersonalData :CrossBorderTransfer";"chapter V, article 45, point 2a, chapter V, article 45, point 2c, chapter V, article 45, point 2";"What are the elements that the Commission takes into account when assessing the adequacy of the level of protection in a third country or international organization, according to Article 45?";"The Commission shall take account of the following elements: a) the rule of law, respect for human rights and fundamental freedoms, relevant legislation, both general and sectoral, including concerning public security, defence, national security and criminal law and the access of public authorities to personal data, as well as the implementation of such legislation, data protection rules, professional rules and security measures, including rules for the onward transfer of personal data to another third country or international organisation which are complied with in that country or international organisation, case-law, as well as effective and enforceable data subject rights and effective administrative and judicial redress for the data subjects whose personal data are being transferred; b) the existence and effective functioning of one or more independent supervisory authorities in the third country or to which an international organisation is subject, with responsibility for ensuring and enforcing compliance with the data protection rules, including adequate enforcement powers, for assisting and advising the data subjects in exercising their rights and for cooperation with the supervisory authorities of the Member States; and c) the international commitments the third country or international organisation concerned has entered into, or other obligations arising from legally binding conventions or instruments as well as from its participation in multilateral or regional systems, in particular in relation to the protection of personal data.";"When assessing the adequacy of the level of protection in a third country or international organization, the Commission shall consider the rule of law, respect for human rights, relevant legislation, the existence and functioning of independent supervisory authorities, and international commitments. This is according to Article 45(2).";"1";"20";"1";"13";"4";"0.80";"0.90";"0.69";"gemini"
"47";"grafo";":Controller :Processor :PersonalData :CrossBorderTransfer :RestrictionsOnCrossBorderTransfers :ShareDataWithThirdParty :LawfulBasisForProcessing :Obligation";"chapter V, article 46, point 1, chapter V, article 45, point 1, chapter V, article 49, point text_2";"Under what conditions can a controller or processor transfer personal data to a third country or international organization?";"A controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards, and on condition that enforceable data subject rights and effective legal remedies for data subjects are available.";"A controller or processor may transfer personal data to a third country or international organisation only if appropriate safeguards are provided, and on the condition that enforceable data subject rights and effective legal remedies for data subjects are available. Alternatively, such transfers may occur if the Commission has decided that the third country ensures an adequate level of protection.";"1";"16";"1";"50";"8";"0.99";"0.54";"0.96";"gemini"
"48";"grafo";":Controller :Processor :PersonalData :CrossBorderTransfer :ShareDataWithThirdParty :RestrictionsOnCrossBorderTransfers";"chapter V, article 48, point text_1";"Under what circumstances can a judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data be recognised or enforceable?";"Any judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data may only be recognised or enforceable in any manner if based on an international agreement, such as a mutual legal assistance treaty, in force between the requesting third country and the Union or a Member State, without prejudice to other grounds for transfer pursuant to this Chapter.";"A judgment from a third country's court or tribunal, or a decision from its administrative authority, requiring a controller or processor to transfer or disclose personal data, may only be recognized or enforceable if it is based on an international agreement, such as a mutual legal assistance treaty, in force between the requesting third country and the Union or a Member State. This is without prejudice to other grounds for transfer.";"1";"17";"1";"50";"6";"0.95";"1.00";"0.97";"gemini"
"49";"grafo";":Rule :Obligation :DPA :Compliance";"chapter V, article 47, point 1, chapter V, article 47, point 2, chapter V, article 47, point 2e, chapter V, article 47, point 2m, chapter V, article 47, point 2j";"What are the requirements that binding corporate rules must fulfill in order to be approved by the competent supervisory authority?";"Binding corporate rules must be legally binding and apply to every member concerned of the group of undertakings, expressly confer enforceable rights on data subjects with regard to the processing of their personal data, and fulfill the requirements laid down in paragraph 2 of Article 47.";"Binding corporate rules must fulfill specific criteria to be approved by the competent supervisory authority. These criteria include ensuring the rights of data subjects, providing mechanisms for reporting adverse effects in third countries, and detailing the application of data protection principles. The rules must also specify how compliance is verified and corrective actions are taken, including data protection audits.";"1";"0";"1";"50";"4";"0.87";"0.54";"0.62";"gemini"
"50";"grafo";":PersonalData :CrossBorderTransfer :RestrictionsOnCrossBorderTransfers :SecurityOfPersonalData :LawfulBasisForProcessing :Obligation";"chapter V, article 49, point 1, chapter V, article 49, point 1a, chapter V, article 49, point 1b, chapter V, article 49, point 1c, chapter V, article 49, point 1d, chapter V, article 49, point 1e, chapter V, article 49, point 1f, chapter V, article 49, point 1g, chapter V, article 49, point text_2";"Under what conditions can a transfer or set of transfers of personal data to a third country or an international organisation take place in the absence of an adequacy decision or appropriate safeguards?";"A transfer or set of transfers of personal data to a third country or an international organisation shall take place only on one of the following conditions: (a) the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers for the data subject due to the absence of an adequacy decision and appropriate safeguards; (b) the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of pre-contractual measures taken at the data subject's request; (c) the transfer is necessary for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and another natural or legal person; (d) the transfer is necessary for important reasons of public interest; (e) the transfer is necessary for the establishment, exercise or defence of legal claims; (f) the transfer is necessary in order to protect the vital interests of the data subject or of other persons, where the data subject is physically or legally incapable of giving consent; (g) the transfer is made from a register which according to Union or Member State law is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate a legitimate interest, but only to the extent that the conditions laid down by Union or Member State law for consultation are fulfilled in the particular case.";"A transfer or set of transfers of personal data to a third country or international organisation, in the absence of an adequacy decision or appropriate safeguards, shall take place only under specific conditions. These conditions include explicit consent from the data subject after being informed of risks, necessity for contract performance, important public interest reasons, establishment or defence of legal claims, protection of vital interests, or if the transfer is from a public register open for consultation under specific conditions. Additionally, transfers may occur if they are not repetitive, concern limited data subjects, are necessary for compelling legitimate interests not overridden by data subject rights, and suitable safeguards have been assessed and provided, with the supervisory authority informed.";"1";"0";"1";"50";"6";"0.92";"0.55";"0.82";"gemini"
"51";"grafo";":DPA :Entity :CrossBorderTransfer :Obligation";"chapter V, article 50, point text_1, chapter V, article 50, point text_1a, chapter V, article 50, point text_1b, chapter V, article 50, point text_1c, chapter V, article 50, point text_1d";"What steps should the Commission and supervisory authorities take in relation to third countries and international organisations according to Article 50 of GDPR?";"The Commission and supervisory authorities should take appropriate steps to (a) develop international cooperation mechanisms to facilitate the effective enforcement of legislation for the protection of personal data; (b) provide international mutual assistance in the enforcement of legislation for the protection of personal data, including through notification, complaint referral, investigative assistance and information exchange, subject to appropriate safeguards for the protection of personal data and other fundamental rights and freedoms; (c) engage relevant stakeholders in discussion and activities aimed at furthering international cooperation in the enforcement of legislation for the protection of personal data; (d) promote the exchange and documentation of personal data protection legislation and practice, including on jurisdic­tional conflicts with third countries.";"The Commission and supervisory authorities shall take appropriate steps in relation to third countries and international organisations. These steps include developing international cooperation mechanisms for effective enforcement, providing international mutual assistance with safeguards, engaging stakeholders in discussions for cooperation, and promoting the exchange and documentation of data protection legislation and practice.";"1";"6";"1";"5";"4";"0.96";"0.97";"0.84";"gemini"
"52";"grafo";":DPA";"chapter VI, article 51, point 1, chapter VI, article 51, point 2";"What is the purpose of the supervisory authority established in each Member State according to Article 51 of the GDPR Regulation?";"The purpose of the supervisory authority established in each Member State is to monitor the application of the GDPR Regulation, protect the fundamental rights and freedoms of natural persons in relation to processing, and facilitate the free flow of personal data within the Union.";"Supervisory authorities established in each Member State are responsible for monitoring the application of the GDPR to protect the fundamental rights and freedoms of individuals concerning data processing and to facilitate the free flow of personal data within the Union. They must also contribute to the consistent application of the Regulation throughout the Union and cooperate with each other and the Commission.";"0";"0";"1";"4";"1";"0.98";"0.54";"0.88";"gemini"
"53";"grafo";":DPA :Obligation :Activity";"chapter VI, article 52, point 2, chapter VI, article 52, point 3, chapter VI, article 54, point 2";"What is the requirement for the member or members of each supervisory authority in performing their tasks and exercising their powers?";"The member or members of each supervisory authority shall, in the performance of their tasks and exercise of their powers in accordance with this Regulation, remain free from external influence, whether direct or indirect, and shall neither seek nor take instructions from anybody.";"Members of each supervisory authority, when performing their tasks and exercising their powers, must remain free from external influence, whether direct or indirect, and shall neither seek nor take instructions from anybody. They must also refrain from any action incompatible with their duties and not engage in any incompatible occupation, gainful or not, during their term of office. Additionally, they are subject to a duty of professional secrecy.";"1";"15";"1";"50";"3";"1.00";"0.54";"0.79";"gemini"
