"id";"type";"classes";"grounding";"question";"gold_answer";"llm_response";"has_rule";"rules_count";"has_context";"contexts_count";"complexity";"saf";"nli";"sim";"model"
"26";"grafo";":JointController :LiabilityOfJointController :Article";"chapter IV, article 26, point 1, chapter IV, article 26, point 2, chapter IV, article 26, point 3";"What are the responsibilities of joint controllers under Article 26 of the GDPR Regulation?";"Joint controllers must determine their respective responsibilities for compliance with the obligations under this Regulation, in particular as regards the exercising of the rights of the data subject and their respective duties to provide the information referred to in Articles 13 and 14, by means of an arrangement between them unless, and in so far as, the respective responsibilities of the controllers are determined by Union or Member State law to which the controllers are subject. The arrangement may designate a contact point for data subjects. The arrangement shall duly reflect the respective roles and relationships of the joint controllers vis-à-vis the data subjects. The essence of the arrangement shall be made available to the data subject. Irrespective of the terms of the arrangement referred to in paragraph 1, the data subject may exercise his or her rights under this Regulation in respect of and against each of the controllers.";"Under GDPR, **joint controllers** must establish a transparent arrangement (Art. 26(1)) defining their respective responsibilities, including compliance with data subject rights (e.g., access, rectification) and duties to provide info under Art. 13/14. Each controller remains individually liable for its obligations, and data subjects can exercise rights against any joint controller (Art. 26(3)). The arrangement must reflect roles and be disclosed to data subjects (Art. 26(2)).";"1";"20";"1";"3";"3";"0.96";"0.10";"0.73";"ministral"
"27";"grafo";":Controller :Processor :ControllerRepresentative :ProcessorRepresentative :ExclusionException";"chapter IV, article 27, point 1";"When is a controller or processor not established in the Union exempt from designating a representative in the Union under Article 27?";"The obligation laid down in paragraph 1 of this Article shall not apply to: (a) processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to in Article 9(1) or processing of personal data relating to criminal convictions and offences referred to in Article 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; or (b) a public authority or body.";"A controller or processor **not established in the Union** may **not designate a representative** under **Article 27(1)** only if **Article 3(2)** explicitly exempts them from this obligation. The exemption applies when processing is limited to **non-Union entities** and does not involve offering goods/services or monitoring behavior of EU data subjects. No further exceptions are explicitly stated in the provided chunks.";"1";"17";"1";"4";"5";"0.48";"0.54";"0.54";"ministral"
"28";"grafo";":Processor :Controller :ProcessorObligation :ProcessorControllerAgreement :Obligation";"chapter IV, article 28, point 3a, chapter IV, article 28, point 3f, chapter IV, article 28, point 3h, chapter IV, article 28, point 3g";"What are the obligations of a processor under a contract or other legal act with the controller, according to Article 28?";"The obligations of a processor under a contract or other legal act with the controller, according to Article 28, include processing personal data only on documented instructions from the controller, ensuring confidentiality of persons authorized to process the data, taking all measures required pursuant to Article 32, respecting the conditions for engaging another processor, assisting the controller by appropriate technical and organizational measures, assisting the controller in ensuring compliance with the obligations pursuant to Articles 32 to 36, deleting or returning all the personal data to the controller after the end of the provision of services relating to processing, making available to the controller all information necessary to demonstrate compliance with the obligations laid down in this Article and allow for and contribute to audits, including inspections, conducted by the controller or another auditor mandated by the controller, and immediately informing the controller if, in its opinion, an instruction infringes this Regulation or other Union or Member State data protection provisions.";"Under **Article 28(3)**, the processor’s obligations include: (a) processing data only on documented controller instructions; (b) ensuring confidentiality of authorized personnel; (c) assisting the controller in compliance with **Articles 32–36** (e.g., risk assessments, security measures); (d) providing access to compliance evidence for audits; (e) deleting/returning data upon service termination unless legally required. **Point 3a** explicitly requires adherence to controller instructions, while **Point 3f** mandates support for compliance with data protection laws. No explicit rule covers *all* responsibilities in the question’s phrasing, but these are core obligations under the contract.";"1";"16";"1";"16";"5";"0.88";"0.68";"0.80";"ministral"
"29";"grafo";":Processor :Controller :PersonalData :Processing :ProcessorObligation :OnlyActOnDocumentedInstructionFromController :LawfulBasisForProcessing";"chapter IV, article 29, point text_1, chapter IV, article 32, point 4";"Under what circumstances can the processor or any person acting under the authority of the controller or processor process personal data?";"The processor and any person acting under the authority of the controller or of the processor, who has access to personal data, shall not process those data except on instructions from the controller, unless required to do so by Union or Member State law.";"The **processor** or any person acting under its authority may process personal data **only on documented instructions from the controller** (unless required by Union/Member State law), as per **Chapter IV, Article 29, Point text_1**. The processor must inform the controller of any legal requirement before processing unless prohibited by public interest. No independent processing is permitted without explicit instructions or legal obligation.";"1";"19";"1";"50";"7";"0.97";"1.00";"0.85";"ministral"
"30";"grafo";":Controller :MaintainRecordsOfProcessingActivities :Processing :RecordCategoriesOfDataSubjectsAndPersonalData :RecordCategoriesOfRecipientsWhereDataShared :RecordCrossBorderDataTransfer :RecordDataRetentionPeriod :RecordPurposeOfProcessing :RecordSecurityMeasures";"chapter IV, article 30, point 1, chapter IV, article 30, point 1b, chapter IV, article 30, point 1a, chapter IV, article 30, point 1c, chapter IV, article 30, point 1d, chapter IV, article 30, point 1e, chapter IV, article 30, point 1g, chapter IV, article 30, point 1f, chapter IV, article 30, point 5";"What information should be included in the record of processing activities maintained by a controller according to Article 30?";"The record of processing activities maintained by a controller should contain the name and contact details of the controller and, where applicable, the joint controller, the controller's representative and the data protection officer; the purposes of the processing; a description of the categories of data subjects and of the categories of personal data; the categories of recipients to whom the personal data have been or will be disclosed including recipients in third countries or international organisations; where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of Article 49(1), the documentation of suitable safeguards; where possible, the envisaged time limits for erasure of the different categories of data; where possible, a general description of the technical and organisational security measures referred to in Article 32(1).";"The record of processing activities maintained by a controller under Article 30(GDPR) **must** include:     1) Name/contact details of the controller/data protection officer (1a);     2) Purposes of processing (1b);     3) Categories of data subjects/personal data (1c);     4) Recipients of data (1d);     5) Transfers to third countries with safeguards (1e);     6) Security measures (1g);     7) Time limits for erasure (1f).     Key snippet: *‘...all of the following information: the name and contact details... the purposes of the processing... the categories of data subjects... the categories of recipients... transfers of personal data... a general description of the technical and organisational security measures... envisaged time limits for erasure.’*";"1";"22";"1";"16";"9";"0.72";"0.89";"0.75";"ministral"
"31";"grafo";":CooperateWithDPA :Controller :Processor :DPA";"chapter_iv_article_31_point_text_1";"Who is required to cooperate with the supervisory authority upon request in the performance of its tasks according to Article 31 of the GDPR?";"The controller and the processor and, where applicable, their representatives.";"According to **Article 31(1) GDPR**, the **controller, processor, and their representatives** must cooperate with the supervisory authority upon its request to perform its tasks. The rule applies universally to these entities.";"1";"17";"1";"1";"4";"0.96";"0.54";"0.62";"ministral"
"32";"grafo";":Controller :Processor :DataSecurity :SecurityOfPersonalData";"chapter IV, article 32, point 1, chapter IV, article 32, point 1d, chapter IV, article 32, point 4";"What are the four technical and organisational measures that the controller and processor should implement to ensure a level of security appropriate to the risk?";"The four technical and organisational measures that the controller and processor should implement to ensure a level of security appropriate to the risk are: (a) the pseudonymisation and encryption of personal data; (b) the ability to ensure the ongoing confidentiality, integrity, availability and resilience of processing systems and services; (c) the ability to restore the availability and access to personal data in a timely manner in the event of a physical or technical incident; (d) a process for regularly testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the processing.";"The **four** technical and organisational measures explicitly referenced in **Article 32(1)** of the provided context are:     1) **Risk assessment** (Rule_32_2_Riskassessment);     2) **Use of codes/certification for compliance** (Rule_32_3_Usecodeorcertificationforcompliance);     3) **Limiting personnel processing** (Rule_32_4_Limitpersonnelprocessing);     4) **Regular testing, assessment, and evaluation** (Point_1d: *‘process for regularly testing, assessing and evaluating technical and organisational measures’*).      These measures are **mandatory** for both controllers and processors under **Chapter IV, Article 32(1)** to ensure a security level proportional to the risk.";"1";"17";"1";"50";"4";"0.47";"0.98";"0.75";"ministral"
"33";"grafo";":Controller :DPA :DataBreach :ReportDataBreachToDPAWithin72Hours";"chapter IV, article 33, point 1, chapter IV, article 34, point 1";"What is the time limit for a controller to notify the supervisory authority of a personal data breach?";"The controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons.";"The controller must notify the supervisory authority of a personal data breach **within 72 hours** of becoming aware of it, unless the breach is unlikely to result in a risk to rights and freedoms. If notification is delayed, it must include reasons for the delay. Failure to comply may incur administrative fines up to 10 000 000 EUR or 2% of turnover.";"1";"31";"1";"50";"4";"0.84";"0.54";"0.67";"ministral"
"34";"grafo";":Controller :DataBreach :DataSubject :NotifyDataSubjectOfBreach :ExceptionsOnReportingDataSubjectsOfBreach";"chapter IV, article 34, point 3a, chapter IV, article 34, point 3b, chapter IV, article 34, point 3c";"When is a controller not required to communicate a personal data breach to the data subject according to Article 34?";"The controller is not required to communicate a personal data breach to the data subject if any of the following conditions are met: (a) the controller has implemented appropriate technical and organisational protection measures, and those measures were applied to the personal data affected by the personal data breach, in particular those that render the personal data unintelligible to any person who is not authorised to access it, such as encryption; (b) the controller has taken subsequent measures which ensure that the high risk to the rights and freedoms of data subjects referred to in paragraph 1 is no longer likely to materialise; (c) it would involve disproportionate effort. In such a case, there shall instead be a public communication or similar measure whereby the data subjects are informed in an equally effective manner.";"A controller **shall not** communicate a personal data breach to the data subject if any of the conditions in **Article 34(3)** are met, such as: (a) encryption measures rendering data unintelligible to unauthorized parties, or (b) subsequent measures eliminating the high-risk scenario. Key snippet: *‘the controller has implemented appropriate technical and organisational protection measures...’ (Point 3a).";"1";"31";"1";"7";"5";"0.96";"0.99";"0.76";"ministral"
"35";"grafo";":ImpactAssessment :ControllerObligation :Activity :Processing :PersonalData :FactorsForImpactAssessment";"chapter_iv_article_35_point_1, chapter_iv_article_35_point_3a, chapter_iv_article_35_point_3b, chapter_iv_article_35_point_3c, chapter_iv_article_35_point_10";"When is a data protection impact assessment required according to Article 35?";"A data protection impact assessment is required when a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons. It is also required in specific cases such as systematic and extensive evaluation of personal aspects relating to natural persons which is based on automated processing, including profiling, and on which decisions are based that produce legal effects concerning the natural person or similarly significantly affect the natural person; processing on a large scale of special categories of data referred to in Article 9(1), or of personal data relating to criminal convictions and offences referred to in Article 10; or a systematic monitoring of a publicly accessible area on a large scale.";"A data protection impact assessment **shall be required** when processing involves high risks (e.g., new technologies, large-scale processing of special categories of data, automated decisions affecting individuals, or systematic monitoring of public areas). Key snippet: *‘Where a type of processing... is likely to result in a high risk... the controller shall carry out an assessment’* (Article 35(1)).";"1";"16";"1";"18";"6";"0.96";"0.87";"0.60";"ministral"
"36";"grafo";":Controller :DPA :Processing :CooperateWithDPA";"chapter_iv_article_36_point_1, chapter_iv_article_36_point_5";"When is a controller required to consult the supervisory authority prior to processing?";"The controller shall consult the supervisory authority prior to processing where a data protection impact assessment under Article 35 indicates that the processing would result in a high risk in the absence of measures taken by the controller to mitigate the risk.";"A controller **must** consult the supervisory authority **prior to processing** when a data protection impact assessment (DPIA) under Article 36(1) indicates a high risk, unless Member State law requires prior authorisation for public-interest tasks (e.g., social protection, public health). The consultation is mandatory for high-risk processing unless exempted by law.";"1";"22";"1";"50";"4";"0.92";"0.80";"0.68";"ministral"
"37";"grafo";":Controller :Processor :DPO :DPOObligation";"chapter_iv_article_37_point_1b, chapter_iv_article_37_point_4";"Under what circumstances must a controller or processor designate a data protection officer?";"A controller or processor must designate a data protection officer in any case where: a) the processing is carried out by a public authority or body, except for courts acting in their judicial capacity; b) the core activities of the controller or the processor consist of processing operations which, by virtue of their nature, their scope and/or their purposes, require regular and systematic monitoring of data subjects on a large scale; or c) the core activities of the controller or the processor consist of processing on a large scale of special categories of data pursuant to Article 9 and personal data relating to criminal convictions and offences referred to in Article 10.";"A **controller or processor must designate a Data Protection Officer (DPO) when required by Article 37(1), specifically if their core activities involve large-scale monitoring or data profiling, or processing on a large scale. Additionally, they **shall** designate a DPO if Union or Member State law mandates it (Rule_37_General_Obligation).";"1";"17";"1";"50";"4";"0.83";"0.55";"0.53";"ministral"
"38";"grafo";":DPO :DPOObligation :Article";"chapter IV, article 39, point 1a, chapter IV, article 39, point 1b, chapter IV, article 39, point 1c, chapter IV, article 39, point 2";"What are the tasks of the data protection officer according to Article 39 of the GDPR?";"The data protection officer shall have at least the following tasks: to inform and advise the controller or the processor and the employees who carry out processing of their obligations pursuant to this Regulation and to other Union or Member State data protection provisions; to monitor compliance with this Regulation, with other Union or Member State data protection provisions and with the policies of the controller or processor in relation to the protection of personal data, including the assignment of responsibilities, awareness-raising and training of staff involved in processing operations, and the related audits; to provide advice where requested as regards the data protection impact assessment and monitor its performance pursuant to Article 35; to cooperate with the supervisory authority; to act as the contact point for the supervisory authority on issues relating to processing, including the prior consultation referred to in Article 36, and to consult, where appropriate, with regard to any other matter.";"The Data Protection Officer (DPO) under GDPR (Article 39) must monitor compliance with data protection laws, advise on data protection impact assessments, inform and train staff on obligations, and assess risks associated with processing operations. Key tasks include: (1a) informing/advising controllers/processors on obligations; (1b) monitoring compliance and auditing policies; (1c) providing input on data protection impact assessments. **Key snippet**: *‘to monitor compliance...; to provide advice...; to inform and advise...’*";"1";"20";"1";"5";"3";"0.96";"0.92";"0.70";"ministral"
"39";"grafo";":DPO :DPOObligation :MonitorCompliance";"chapter IV, article 38, point 1, chapter IV, article 38, point 3, chapter IV, article 38, point 2, chapter IV, article 38, point 4, chapter IV, article 38, point 5, chapter IV, article 38, point 6";"What is the role of the data protection officer according to Article 38 of the GDPR?";"The data protection officer is responsible for being involved in all issues related to the protection of personal data, performing tasks referred to in Article 39, being supported by the controller and processor with necessary resources and access to personal data, reporting directly to the highest management level, being bound by secrecy or confidentiality, and being able to fulfill other tasks and duties as long as they do not result in a conflict of interests.";"The data protection officer (**DPO**) under GDPR (**Article 38**) must be involved in all data protection-related matters (**Point 1**), report directly to the highest management (**Point 3**), and ensure secrecy (**Point 5**). The DPO may fulfill additional tasks without conflict (**Point 6**), while controllers/processors must support their work (**Point 2**) and protect them from dismissal/punishment for fulfilling duties. Data subjects can contact the DPO regarding their rights (**Point 4**).";"0";"0";"1";"6";"3";"0.99";"0.54";"0.74";"ministral"
"40";"grafo";":CodeOfConduct :Compliance :Processing :MonitorCompliance";"chapter IV, article 40, point 2, chapter IV, article 40, point 4";"What is the purpose of codes of conduct under Article 40 of the GDPR Regulation?";"The purpose of codes of conduct under Article 40 of the GDPR Regulation is to contribute to the proper application of the Regulation, taking account of the specific features of the various processing sectors and the specific needs of micro, small and medium-sized enterprises.";"Codes of conduct under **Article 40 GDPR** serve to **specify the application of the Regulation** (e.g., fair processing, security measures, dispute resolution) and **enable mandatory monitoring** by the body under Article 41(1) for adherence by controllers/processors. They may also apply to non-regulated entities for transfers to third countries under safeguards (Article 40(3)).";"1";"18";"1";"15";"4";"0.94";"0.54";"0.61";"ministral"
"41";"grafo";":CodeOfConduct :MonitorCompliance :Entity :Article";"chapter IV, article 41, point 2, chapter IV, article 41, point 2a, chapter IV, article 41, point 2b, chapter IV, article 41, point 2c";"What are the criteria that a body must meet to be accredited to monitor compliance with a code of conduct under Article 41?";"The body must demonstrate its independence and expertise in relation to the subject-matter of the code to the satisfaction of the competent supervisory authority, establish procedures to assess the eligibility of controllers and processors concerned to apply the code, monitor their compliance with its provisions and periodically review its operation, establish procedures and structures to handle complaints about infringements of the code or the manner in which the code has been, or is being, implemented by a controller or processor, and demonstrate to the satisfaction of the competent supervisory authority that its tasks and duties do not result in a conflict of interests.";"A body must demonstrate **independence and expertise** in the code’s subject-matter (point 2a), establish **assessment procedures** for controllers/processors (point 2b), and have **complaint-handling mechanisms** transparent to data subjects (point 2c). These criteria are explicitly set out in **Chapter IV, Article 41, Point 2** of the regulation.";"1";"6";"1";"9";"4";"0.81";"0.55";"0.67";"ministral"
"42";"grafo";":SealsAndCertification :Certification :Seal :ConditionsForSealsAndCertifications :Compliance";"chapter IV, article 42, point 1, chapter IV, article 42, point 5, chapter IV, article 42, point 8, chapter IV, article 42, point 2";"What is the purpose of data protection certification mechanisms and seals according to Article 42?";"The purpose of data protection certification mechanisms and seals is to demonstrate compliance with GDPR regulations of processing operations by controllers and processors, and to establish appropriate safeguards for personal data transfers to third countries or international organizations.";"The purpose of data protection certification mechanisms and seals under **Article 42** of GDPR is to **demonstrate compliance** with the Regulation by controllers/processors, including addressing micro, small, and medium-sized enterprises' needs. They are voluntary, transparent, and issued by certification bodies or supervisory authorities based on approved criteria, ensuring safeguards for data subjects (e.g., via the **European Data Protection Seal**). They do not exempt controllers/processors from their obligations under GDPR.";"1";"4";"1";"8";"5";"0.89";"0.55";"0.72";"ministral"
"43";"grafo";":CertificationBody :Certification :ConditionsForSealsAndCertifications :VoluntarySystemOfAccredition";"chapter IV, article 43, point 1b, chapter IV, article 43, point 2a, chapter IV, article 43, point 2b";"What are the requirements for certification bodies to be accredited in accordance with paragraph 1 of Article 43?";"Certification bodies referred to in paragraph 1 shall be accredited in accordance with that paragraph only where they have demonstrated their independence and expertise in relation to the subject-matter of the certification to the satisfaction of the competent supervisory authority; undertaken to respect the criteria referred to in Article 42(5) and approved by the supervisory authority which is competent pursuant to Article 55 or 56 or by the Board pursuant to Article 63; established procedures for the issuing, periodic review and withdrawal of data protection certification, seals and marks; established procedures and structures to handle complaints about infringements of the certification or the manner in which the certification has been, or is being, implemented by the controller or processor, and to make those procedures and structures transparent to data subjects and the public; and demonstrated, to the satisfaction of the competent supervisory authority, that their tasks and duties do not result in a conflict of interests.";"Certification bodies must be accredited by the **national accreditation body** under **Regulation (EC) No 765/2008** (EN-ISO/IEC 17065:2012) and approved by the supervisory authority (Article 43(1b)). They must demonstrate independence, expertise, and compliance with criteria set by the supervisory authority (Article 43(2a-b)).";"1";"9";"1";"16";"4";"0.93";"0.99";"0.63";"ministral"
"44";"grafo";":PersonalData :CrossBorderTransfer :RestrictionsOnCrossBorderTransfers :Controller :Processor";"chapter_v_article_44_point_text_1";"Under what conditions can a transfer of personal data to a third country or international organization take place according to Article 44 of the GDPR?";"A transfer of personal data to a third country or international organization can take place only if the conditions laid down in Chapter V of the GDPR are complied with by the controller and processor, including for onward transfers of personal data from the third country or an international organization to another third country or to another international organization.";"A transfer of personal data to a third country or international organization under GDPR **must** comply with **Article 44**, requiring **appropriate safeguards** (e.g., binding corporate rules, standard contractual clauses) and **enforceable data subject rights + legal remedies**. The controller/processor must ensure the **level of protection** in the EU is not undermined. No transfer is permitted without these safeguards.";"1";"17";"1";"1";"5";"0.78";"0.54";"0.56";"ministral"
"45";"grafo";":CertificationBody :Certification :ConditionsForSealsAndCertifications :VoluntarySystemOfAccredition";"chapter IV, article 43, point 1b, chapter IV, article 43, point 2a, chapter IV, article 43, point 2c, chapter IV, article 43, point 2d, chapter IV, article 43, point 4";"What are the requirements for certification bodies to be accredited in accordance with paragraph 1 of Article 43?";"Certification bodies referred to in paragraph 1 shall be accredited in accordance with that paragraph only where they have demonstrated their independence and expertise in relation to the subject-matter of the certification to the satisfaction of the competent supervisory authority; undertaken to respect the criteria referred to in Article 42(5) and approved by the supervisory authority which is competent pursuant to Article 55 or 56 or by the Board pursuant to Article 63; established procedures for the issuing, periodic review and withdrawal of data protection certification, seals and marks; established procedures and structures to handle complaints about infringements of the certification or the manner in which the certification has been, or is being, implemented by the controller or processor, and to make those procedures and structures transparent to data subjects and the public; and demonstrated, to the satisfaction of the competent supervisory authority, that their tasks and duties do not result in a conflict of interests.";"Certification bodies must be accredited by the **national accreditation body** under Regulation (EC) No 765/2008, aligned with **EN-ISO/IEC 17065:2012** and additional supervisory authority requirements (point 1b). They must demonstrate independence, expertise, and established procedures for certification (points 2a, 2c, 2d). Accreditation lasts up to 5 years, renewable if conditions persist (point 4).";"1";"9";"1";"16";"4";"0.91";"0.54";"0.50";"ministral"
"46";"grafo";":RegulatoryAuthority :CrossBorderTransfer :SecurityOfPersonalData :Compliance :PersonalData :Processing";"chapter V, article 45, point 2a, chapter V, article 45, point 2b, chapter V, article 45, point 2c";"What are the elements that the Commission takes into account when assessing the adequacy of the level of protection in a third country or international organization, according to Article 45?";"The Commission shall take account of the following elements: a) the rule of law, respect for human rights and fundamental freedoms, relevant legislation, both general and sectoral, including concerning public security, defence, national security and criminal law and the access of public authorities to personal data, as well as the implementation of such legislation, data protection rules, professional rules and security measures, including rules for the onward transfer of personal data to another third country or international organisation which are complied with in that country or international organisation, case-law, as well as effective and enforceable data subject rights and effective administrative and judicial redress for the data subjects whose personal data are being transferred; b) the existence and effective functioning of one or more independent supervisory authorities in the third country or to which an international organisation is subject, with responsibility for ensuring and enforcing compliance with the data protection rules, including adequate enforcement powers, for assisting and advising the data subjects in exercising their rights and for cooperation with the supervisory authorities of the Member States; and c) the international commitments the third country or international organisation concerned has entered into, or other obligations arising from legally binding conventions or instruments as well as from its participation in multilateral or regional systems, in particular in relation to the protection of personal data.";"The Commission assesses adequacy by considering: (1) rule of law, human rights, and enforcement of data protection laws (point 2a); (2) independent supervisory authorities with enforcement powers (point 2b); (3) international commitments and legal obligations (point 2c). Key snippet: *‘rule of law, respect for human rights, relevant legislation, independent supervisory authorities, international commitments’*";"1";"18";"1";"13";"6";"0.95";"0.99";"0.73";"ministral"
"47";"grafo";":Controller :Processor :PersonalData :CrossBorderTransfer :RestrictionsOnCrossBorderTransfers :ProcessorObligation :Obligation :DataActivity";"chapter V, article 46, point 1, chapter V, article 49, point 1";"Under what conditions can a controller or processor transfer personal data to a third country or international organization?";"A controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards, and on condition that enforceable data subject rights and effective legal remedies for data subjects are available.";"A controller or processor may transfer personal data to a third country or international organization **only if appropriate safeguards** (e.g., contractual clauses, adequacy decisions, or binding corporate rules) are in place **and enforceable data subject rights/legal remedies** exist. Key rules: **Article 46(1)** and **Article 49(1)** require these conditions.";"1";"16";"1";"50";"8";"0.96";"0.60";"0.86";"ministral"
"48";"grafo";":PersonalData :Controller :Processor :CrossBorderTransfer :LegalObligation :ShareDataWithThirdParty :RestrictionsOnCrossBorderTransfers";"chapter V, article 48, point text_1";"Under what circumstances can a judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data be recognised or enforceable?";"Any judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data may only be recognised or enforceable in any manner if based on an international agreement, such as a mutual legal assistance treaty, in force between the requesting third country and the Union or a Member State, without prejudice to other grounds for transfer pursuant to this Chapter.";"Under GDPR, a third-country court or administrative decision requiring data transfer/disclosure **shall only be recognised/enforceable if based on an international agreement (e.g., mutual legal assistance treaty) between the third country and the EU/Member State**, or if the decision is **consistent with Article 46 safeguards** (e.g., adequacy decision, binding corporate rules, or contractual clauses with enforceable data subject rights). No recognition/enforceability is granted without these conditions.";"1";"17";"1";"50";"7";"0.83";"0.54";"0.65";"ministral"
"49";"grafo";":Rule :Obligation :Compliance :DPA";"chapter V, article 47, point 2, chapter V, article 47, point 1, chapter VII, article 63";"What are the requirements that binding corporate rules must fulfill in order to be approved by the competent supervisory authority?";"Binding corporate rules must be legally binding and apply to every member concerned of the group of undertakings, expressly confer enforceable rights on data subjects with regard to the processing of their personal data, and fulfill the requirements laid down in paragraph 2 of Article 47.";"Binding corporate rules must specify at least: (1) application of GDPR principles (e.g., purpose limitation, data minimisation), (2) rights of data subjects (including redress/complaint mechanisms), (3) compliance verification mechanisms (audits, corrective actions), (4) liability acceptance for breaches by group members, (5) reporting/recording changes to supervisory authorities, and (6) designated compliance roles. Approval by the competent supervisory authority requires adherence to these criteria under **Article 47(1)** and the consistency mechanism in **Article 63**.";"1";"0";"1";"50";"4";"0.88";"0.82";"0.60";"ministral"
"50";"grafo";":PersonalData :CrossBorderTransfer :RestrictionsOnCrossBorderTransfers :SecurityOfPersonalData :LawfulBasisForProcessing :Obligation";"chapter V, article 49, point 1, chapter V, article 49, point 1a, chapter V, article 49, point 1b, chapter V, article 49, point 1d, chapter V, article 49, point 1e, chapter V, article 49, point 1f, chapter V, article 49, point text_2";"Under what conditions can a transfer or set of transfers of personal data to a third country or an international organisation take place in the absence of an adequacy decision or appropriate safeguards?";"A transfer or set of transfers of personal data to a third country or an international organisation shall take place only on one of the following conditions: (a) the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers for the data subject due to the absence of an adequacy decision and appropriate safeguards; (b) the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of pre-contractual measures taken at the data subject's request; (c) the transfer is necessary for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and another natural or legal person; (d) the transfer is necessary for important reasons of public interest; (e) the transfer is necessary for the establishment, exercise or defence of legal claims; (f) the transfer is necessary in order to protect the vital interests of the data subject or of other persons, where the data subject is physically or legally incapable of giving consent; (g) the transfer is made from a register which according to Union or Member State law is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate a legitimate interest, but only to the extent that the conditions laid down by Union or Member State law for consultation are fulfilled in the particular case.";"A transfer of personal data to a third country or international organisation **shall** occur only if one of the following conditions applies: explicit consent (Article 49(1a)), necessity for contract execution (Article 49(1b)), legal claims (Article 49(1e)), vital interests (Article 49(1f)), public interest (Article 49(1d)), or performance of a pre-contractual measure (Article 49(1c)). Additionally, if the transfer is not repetitive, concerns limited data subjects, and is justified by compelling legitimate interests not overriding data subjects' rights, with safeguards assessed by the controller (Article 49(1) second subparagraph).";"1";"0";"1";"50";"6";"0.81";"0.55";"0.74";"ministral"
"51";"grafo";":DPA :RegulatoryAuthority :CrossBorderTransfer :Obligation";"chapter V, article 50, point text_1a, chapter V, article 50, point text_1b, chapter V, article 50, point text_1c, chapter V, article 50, point text_1d";"What steps should the Commission and supervisory authorities take in relation to third countries and international organisations according to Article 50 of GDPR?";"The Commission and supervisory authorities should take appropriate steps to (a) develop international cooperation mechanisms to facilitate the effective enforcement of legislation for the protection of personal data; (b) provide international mutual assistance in the enforcement of legislation for the protection of personal data, including through notification, complaint referral, investigative assistance and information exchange, subject to appropriate safeguards for the protection of personal data and other fundamental rights and freedoms; (c) engage relevant stakeholders in discussion and activities aimed at furthering international cooperation in the enforcement of legislation for the protection of personal data; (d) promote the exchange and documentation of personal data protection legislation and practice, including on jurisdic­tional conflicts with third countries.";"The Commission and supervisory authorities **must** develop cooperation mechanisms (e.g., enforce legislation for third countries and IOs), provide mutual assistance (e.g., notification, investigative support), and promote data protection standards (e.g., exchange legislation and resolve jurisdictional conflicts). Key obligations include: (1) facilitating enforcement via international cooperation (Point 1a), (2) engaging stakeholders in discussions (Point 1c), and (3) exchanging safeguards and documentation (Point 1d). Safeguards for personal data and rights apply to all assistance (Point 1b).";"1";"0";"1";"5";"4";"0.89";"0.91";"0.83";"ministral"
"52";"grafo";":DPA :MonitorCompliance :Compliance :Obligation :Principle :Rights";"chapter VI, article 51, point 1, chapter VI, article 51, point 2";"What is the purpose of the supervisory authority established in each Member State according to Article 51 of the GDPR Regulation?";"The purpose of the supervisory authority established in each Member State is to monitor the application of the GDPR Regulation, protect the fundamental rights and freedoms of natural persons in relation to processing, and facilitate the free flow of personal data within the Union.";"The supervisory authority in each Member State under **Article 51(1) GDPR** is established to **monitor compliance with GDPR**, protect fundamental rights of natural persons regarding personal data processing, and ensure the **free flow of personal data within the Union**. Its core purpose is to enforce GDPR’s application locally.";"1";"5";"1";"4";"6";"0.97";"0.94";"0.91";"ministral"
