"id";"type";"classes";"grounding";"question";"gold_answer";"llm_response";"has_rule";"rules_count";"has_context";"contexts_count";"complexity";"saf";"nli";"sim";"model"
"28";"grafo";":Processor :Controller :ProcessorObligation :ProcessorControllerAgreement :Obligation";"chapter IV, article 28, point 3a, chapter IV, article 28, point 3b, chapter IV, article 28, point 3e, chapter IV, article 28, point 3f, chapter IV, article 28, point 3g, chapter IV, article 28, point 2, chapter IV, article 28, point 9";"What are the obligations of a processor under a contract or other legal act with the controller, according to Article 28?";"The obligations of a processor under a contract or other legal act with the controller, according to Article 28, include processing personal data only on documented instructions from the controller, ensuring confidentiality of persons authorized to process the data, taking all measures required pursuant to Article 32, respecting the conditions for engaging another processor, assisting the controller by appropriate technical and organizational measures, assisting the controller in ensuring compliance with the obligations pursuant to Articles 32 to 36, deleting or returning all the personal data to the controller after the end of the provision of services relating to processing, making available to the controller all information necessary to demonstrate compliance with the obligations laid down in this Article and allow for and contribute to audits, including inspections, conducted by the controller or another auditor mandated by the controller, and immediately informing the controller if, in its opinion, an instruction infringes this Regulation or other Union or Member State data protection provisions.";"Under Article 28, a processor must process personal data only on documented instructions from the controller, ensure confidentiality of authorized personnel, assist the controller in compliance with Articles 32–36, return or delete data after processing ends, and only engage subprocessors with prior written authorization. The contract must be in writing and specify processing details and obligations.";"1";"16";"1";"16";"5";"0.82";"0.99";"0.87";"maritaca"
"29";"grafo";":Processor :Controller :PersonalData :Processing :ProcessorObligation :LawfulBasisForProcessing";"chapter IV, article 29, point text_1, chapter IV, article 32, point 4";"Under what circumstances can the processor or any person acting under the authority of the controller or processor process personal data?";"The processor and any person acting under the authority of the controller or of the processor, who has access to personal data, shall not process those data except on instructions from the controller, unless required to do so by Union or Member State law.";"A processor or any person acting under the authority of the controller or processor shall not process personal data except on instructions from the controller, unless required to do so by Union or Member State law. This obligation is grounded in the principle that processing must be strictly controlled by the controller's documented instructions, subject to legal exceptions.";"1";"19";"1";"50";"6";"0.98";"0.58";"0.94";"maritaca"
"30";"grafo";":Controller :MaintainRecordsOfProcessingActivities :Processing :RecordCategoriesOfDataSubjectsAndPersonalData :RecordCategoriesOfRecipientsWhereDataShared :RecordCrossBorderDataTransfer :RecordDataRetentionPeriod :RecordPurposeOfProcessing :RecordSecurityMeasures";"chapter IV, article 30, point 1, chapter IV, article 30, point 1a, chapter IV, article 30, point 1b, chapter IV, article 30, point 1c, chapter IV, article 30, point 1d, chapter IV, article 30, point 1e, chapter IV, article 30, point 1f, chapter IV, article 30, point 1g, chapter IV, article 30, point 3";"What information should be included in the record of processing activities maintained by a controller according to Article 30?";"The record of processing activities maintained by a controller should contain the name and contact details of the controller and, where applicable, the joint controller, the controller's representative and the data protection officer; the purposes of the processing; a description of the categories of data subjects and of the categories of personal data; the categories of recipients to whom the personal data have been or will be disclosed including recipients in third countries or international organisations; where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of Article 49(1), the documentation of suitable safeguards; where possible, the envisaged time limits for erasure of the different categories of data; where possible, a general description of the technical and organisational security measures referred to in Article 32(1).";"According to Article 30, a controller must maintain a written record (including electronic form) containing: name and contact details of the controller, joint controller, representative, and DPO (if applicable); purposes of processing; categories of data subjects and personal data; categories of recipients (including in third countries or international organisations); transfers to third countries or international organisations with identification and documentation of safeguards; envisaged time limits for erasure; and a general description of technical and organisational security measures (where possible).";"1";"22";"1";"16";"9";"0.87";"0.99";"0.80";"maritaca"
"31";"grafo";":DPA :Controller :Processor :CooperateWithDPA";"chapter IV, article 31, point text_1";"Who is required to cooperate with the supervisory authority upon request in the performance of its tasks according to Article 31 of the GDPR?";"The controller and the processor and, where applicable, their representatives.";"According to Article 31, the controller and the processor, and where applicable their representatives, shall cooperate with the supervisory authority upon request in the performance of its tasks.";"1";"17";"1";"1";"4";"0.98";"0.54";"0.66";"maritaca"
"32";"grafo";":Controller :Processor :DataSecurity :SecurityOfPersonalData :IntegrityAndConfidentiality :ImplementTechnicalMeasuresForCompliance";"chapter IV, article 32, point 1, chapter IV, article 32, point 1d";"What are the four technical and organisational measures that the controller and processor should implement to ensure a level of security appropriate to the risk?";"The four technical and organisational measures that the controller and processor should implement to ensure a level of security appropriate to the risk are: (a) the pseudonymisation and encryption of personal data; (b) the ability to ensure the ongoing confidentiality, integrity, availability and resilience of processing systems and services; (c) the ability to restore the availability and access to personal data in a timely manner in the event of a physical or technical incident; (d) a process for regularly testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the processing.";"The controller and processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including: pseudonymisation and encryption; measures to ensure ongoing confidentiality, integrity, availability and resilience; measures to restore availability and access in a timely manner; and a process for regularly testing and evaluating security measures (Article 32(1)).";"1";"17";"1";"50";"6";"0.58";"1.00";"0.80";"maritaca"
"33";"grafo";":Controller :DataBreach :ReportDataBreach :DPA :ReportDataBreachToDPAWithin72Hours";"chapter IV, article 33, point 1";"What is the time limit for a controller to notify the supervisory authority of a personal data breach?";"The controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons.";"The controller shall notify the supervisory authority of a personal data breach without undue delay and, where feasible, not later than 72 hours after becoming aware of it, unless the breach is unlikely to result in a risk to the rights and freedoms of natural persons.";"1";"31";"1";"50";"5";"0.99";"1.00";"0.92";"maritaca"
"34";"grafo";":Controller :DataBreach :DataSubject :NotifyDataSubjectOfBreach :ExceptionsOnReportingDataSubjectsOfBreach";"chapter IV, article 34, point 3, chapter IV, article 34, point 3a, chapter IV, article 34, point 3b, chapter IV, article 34, point 3c";"When is a controller not required to communicate a personal data breach to the data subject according to Article 34?";"The controller is not required to communicate a personal data breach to the data subject if any of the following conditions are met: (a) the controller has implemented appropriate technical and organisational protection measures, and those measures were applied to the personal data affected by the personal data breach, in particular those that render the personal data unintelligible to any person who is not authorised to access it, such as encryption; (b) the controller has taken subsequent measures which ensure that the high risk to the rights and freedoms of data subjects referred to in paragraph 1 is no longer likely to materialise; (c) it would involve disproportionate effort. In such a case, there shall instead be a public communication or similar measure whereby the data subjects are informed in an equally effective manner.";"A controller is not required to communicate a personal data breach to the data subject if: (a) appropriate technical and organisational measures were applied rendering the data unintelligible (e.g., encryption); (b) subsequent measures ensure the high risk is no longer likely to materialise; or (c) informing would involve disproportionate effort, in which case a public communication must be made instead. These exceptions are provided in Article 34(3) of the GDPR.";"1";"31";"1";"7";"5";"0.87";"0.55";"0.70";"maritaca"
"35";"grafo";":ImpactAssessment :ControllerObligation :Processing :PersonalData :FactorsForImpactAssessment :Article";"chapter IV, article 35, point 1, chapter IV, article 35, point 3a, chapter IV, article 35, point 3b, chapter IV, article 35, point 3c";"When is a data protection impact assessment required according to Article 35?";"A data protection impact assessment is required when a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons. It is also required in specific cases such as systematic and extensive evaluation of personal aspects relating to natural persons which is based on automated processing, including profiling, and on which decisions are based that produce legal effects concerning the natural person or similarly significantly affect the natural person; processing on a large scale of special categories of data referred to in Article 9(1), or of personal data relating to criminal convictions and offences referred to in Article 10; or a systematic monitoring of a publicly accessible area on a large scale.";"A data protection impact assessment is required when a type of processing, especially using new technologies, is likely to result in a high risk to the rights and freedoms of natural persons. This includes systematic and extensive evaluation of personal aspects based on automated processing (including profiling) producing legal effects, large-scale processing of special categories of data, or systematic monitoring of a publicly accessible area on a large scale.";"1";"13";"1";"18";"6";"0.94";"1.00";"0.85";"maritaca"
"36";"grafo";":Controller :DPA :Processing :ControllerObligation";"chapter IV, article 36, point 1, chapter IV, article 36, point 5";"When is a controller required to consult the supervisory authority prior to processing?";"The controller shall consult the supervisory authority prior to processing where a data protection impact assessment under Article 35 indicates that the processing would result in a high risk in the absence of measures taken by the controller to mitigate the risk.";"A controller must consult the supervisory authority prior to processing when a data protection impact assessment indicates that the processing would result in a high risk that cannot be mitigated by the controller. This obligation is grounded in the formal prior consultation procedure mandated by the regulation.";"1";"22";"1";"50";"4";"0.92";"0.55";"0.75";"maritaca"
"37";"grafo";":Controller :Processor :DPO :ControllerObligation :ProcessorObligation";"chapter_iv_article_37, chapter_iv_article_37/point_1";"Under what circumstances must a controller or processor designate a data protection officer?";"A controller or processor must designate a data protection officer in any case where: a) the processing is carried out by a public authority or body, except for courts acting in their judicial capacity; b) the core activities of the controller or the processor consist of processing operations which, by virtue of their nature, their scope and/or their purposes, require regular and systematic monitoring of data subjects on a large scale; or c) the core activities of the controller or the processor consist of processing on a large scale of special categories of data pursuant to Article 9 and personal data relating to criminal convictions and offences referred to in Article 10.";"A controller or processor must designate a data protection officer where required by Union or Member State law, or in specific cases defined in Article 37(1) of the GDPR, such as when processing is carried out by a public authority or involves large-scale monitoring or processing of special categories of data.";"1";"17";"1";"50";"5";"0.55";"0.98";"0.61";"maritaca"
"38";"grafo";":DPO :DPOObligation :Article";"chapter IV, article 39, point 1, chapter IV, article 39, point 1a, chapter IV, article 39, point 1b, chapter IV, article 39, point 1c, chapter IV, article 39, point 2";"What are the tasks of the data protection officer according to Article 39 of the GDPR?";"The data protection officer shall have at least the following tasks: to inform and advise the controller or the processor and the employees who carry out processing of their obligations pursuant to this Regulation and to other Union or Member State data protection provisions; to monitor compliance with this Regulation, with other Union or Member State data protection provisions and with the policies of the controller or processor in relation to the protection of personal data, including the assignment of responsibilities, awareness-raising and training of staff involved in processing operations, and the related audits; to provide advice where requested as regards the data protection impact assessment and monitor its performance pursuant to Article 35; to cooperate with the supervisory authority; to act as the contact point for the supervisory authority on issues relating to processing, including the prior consultation referred to in Article 36, and to consult, where appropriate, with regard to any other matter.";"According to Article 39 of the GDPR, the data protection officer shall: (a) inform and advise the controller/processor and employees of their obligations; (b) monitor compliance with the Regulation and internal policies, including staff training and audits; (c) provide advice and monitor data protection impact assessments (Article 35). The DPO must consider the risk associated with processing operations.";"1";"20";"1";"5";"3";"0.98";"0.55";"0.75";"maritaca"
"39";"grafo";":DPO :DPOObligation :MonitorCompliance :Compliance :Controller :Processor";"chapter IV, article 38, point 1, chapter IV, article 38, point 2, chapter IV, article 38, point 3, chapter IV, article 38, point 4, chapter IV, article 38, point 5, chapter IV, article 38, point 6";"What is the role of the data protection officer according to Article 38 of the GDPR?";"The data protection officer is responsible for being involved in all issues related to the protection of personal data, performing tasks referred to in Article 39, being supported by the controller and processor with necessary resources and access to personal data, reporting directly to the highest management level, being bound by secrecy or confidentiality, and being able to fulfill other tasks and duties as long as they do not result in a conflict of interests.";"According to Article 38 of the GDPR, the data protection officer (DPO) must be involved in all issues relating to personal data protection, shall not receive instructions regarding their tasks, shall report directly to the highest management level, and may be contacted by data subjects regarding their rights and processing issues. The DPO may perform other duties, provided there is no conflict of interest, and is bound by confidentiality. The controller or processor must support the DPO with resources and access to data.";"1";"11";"1";"6";"6";"0.99";"0.77";"0.77";"maritaca"
"40";"grafo";":CodeOfConduct :Compliance :MonitorCompliance :Obligation :Controller :Processor";"chapter_v_article_40";"What is the purpose of codes of conduct under Article 40 of the GDPR Regulation?";"The purpose of codes of conduct under Article 40 of the GDPR Regulation is to contribute to the proper application of the Regulation, taking account of the specific features of the various processing sectors and the specific needs of micro, small and medium-sized enterprises.";"Codes of conduct under Article 40 serve to specify the application of the GDPR by providing a framework for controllers and processors to comply with its provisions, including monitoring and evaluation mechanisms to ensure proper implementation.";"1";"10";"0";"0";"6";"0.44";"0.55";"0.83";"maritaca"
"41";"grafo";":CodeOfConduct :MonitorCompliance :Compliance :Entity :CertificationBody :SealsAndCertification :ConditionsForSealsAndCertifications";"chapter IV, article 41, point 2a, chapter IV, article 41, point 2b, chapter IV, article 41, point 2c";"What are the criteria that a body must meet to be accredited to monitor compliance with a code of conduct under Article 41?";"The body must demonstrate its independence and expertise in relation to the subject-matter of the code to the satisfaction of the competent supervisory authority, establish procedures to assess the eligibility of controllers and processors concerned to apply the code, monitor their compliance with its provisions and periodically review its operation, establish procedures and structures to handle complaints about infringements of the code or the manner in which the code has been, or is being, implemented by a controller or processor, and demonstrate to the satisfaction of the competent supervisory authority that its tasks and duties do not result in a conflict of interests.";"A body must demonstrate independence and expertise regarding the code's subject matter, establish procedures to assess eligibility and monitor compliance, and set up transparent complaint-handling procedures. These requirements are set by the competent supervisory authority and must be satisfied for accreditation under Article 41.";"1";"6";"1";"9";"7";"0.76";"0.55";"0.69";"maritaca"
"42";"grafo";":SealsAndCertification :Certification :Seal :ConditionsForSealsAndCertifications :Compliance";"chapter IV, article 42, point 1, chapter IV, article 42, point 2";"What is the purpose of data protection certification mechanisms and seals according to Article 42?";"The purpose of data protection certification mechanisms and seals is to demonstrate compliance with GDPR regulations of processing operations by controllers and processors, and to establish appropriate safeguards for personal data transfers to third countries or international organizations.";"Data protection certification mechanisms and seals serve to demonstrate compliance with GDPR by controllers and processors, encouraging trust and transparency. They may also show appropriate safeguards for data transfers to third countries, as per Article 42(1) and (2).";"1";"4";"1";"8";"5";"0.81";"0.54";"0.88";"maritaca"
"43";"grafo";":CertificationBody :Certification :ConditionsForSealsAndCertifications :SealsAndCertification";"chapter IV, article 43, point 2a, chapter IV, article 43, point 2c, chapter IV, article 43, point 2d, chapter IV, article 43, point 4";"What are the requirements for certification bodies to be accredited in accordance with paragraph 1 of Article 43?";"Certification bodies referred to in paragraph 1 shall be accredited in accordance with that paragraph only where they have demonstrated their independence and expertise in relation to the subject-matter of the certification to the satisfaction of the competent supervisory authority; undertaken to respect the criteria referred to in Article 42(5) and approved by the supervisory authority which is competent pursuant to Article 55 or 56 or by the Board pursuant to Article 63; established procedures for the issuing, periodic review and withdrawal of data protection certification, seals and marks; established procedures and structures to handle complaints about infringements of the certification or the manner in which the certification has been, or is being, implemented by the controller or processor, and to make those procedures and structures transparent to data subjects and the public; and demonstrated, to the satisfaction of the competent supervisory authority, that their tasks and duties do not result in a conflict of interests.";"Certification bodies must demonstrate independence and expertise to the supervisory authority, establish procedures for issuing, reviewing, and withdrawing certifications, and handle complaints transparently. Accreditation is granted by the supervisory authority or national accreditation body, based on criteria approved by the supervisory authority, and is valid for up to five years, subject to renewal if requirements are met.";"1";"9";"1";"13";"4";"0.97";"0.56";"0.63";"maritaca"
"44";"grafo";":PersonalData :CrossBorderTransfer :RestrictionsOnCrossBorderTransfers :Controller :Processor :Obligation";"chapter V, article 44, point text_1, chapter_v_article_46";"Under what conditions can a transfer of personal data to a third country or international organization take place according to Article 44 of the GDPR?";"A transfer of personal data to a third country or international organization can take place only if the conditions laid down in Chapter V of the GDPR are complied with by the controller and processor, including for onward transfers of personal data from the third country or an international organization to another third country or to another international organization.";"A transfer of personal data to a third country or international organisation may take place only if the conditions laid down in Chapter V of the GDPR are complied with by the controller and processor, ensuring that the level of protection guaranteed by the Regulation is not undermined. This includes providing appropriate safeguards and ensuring enforceable data subject rights and effective legal remedies are available.";"1";"16";"1";"1";"6";"0.98";"0.55";"0.70";"maritaca"
"45";"grafo";":CertificationBody :Certification :ConditionsForSealsAndCertifications :SealsAndCertification";"chapter IV, article 43, point 2a, chapter IV, article 43, point 2c, chapter IV, article 43, point 2d, chapter IV, article 43, point 1b, chapter IV, article 43, point 4";"What are the requirements for certification bodies to be accredited in accordance with paragraph 1 of Article 43?";"Certification bodies referred to in paragraph 1 shall be accredited in accordance with that paragraph only where they have demonstrated their independence and expertise in relation to the subject-matter of the certification to the satisfaction of the competent supervisory authority; undertaken to respect the criteria referred to in Article 42(5) and approved by the supervisory authority which is competent pursuant to Article 55 or 56 or by the Board pursuant to Article 63; established procedures for the issuing, periodic review and withdrawal of data protection certification, seals and marks; established procedures and structures to handle complaints about infringements of the certification or the manner in which the certification has been, or is being, implemented by the controller or processor, and to make those procedures and structures transparent to data subjects and the public; and demonstrated, to the satisfaction of the competent supervisory authority, that their tasks and duties do not result in a conflict of interests.";"Certification bodies must demonstrate independence and expertise, establish procedures for issuing and reviewing certifications, and for handling complaints, and be accredited by either the competent supervisory authority or the national accreditation body under Regulation (EC) No 765/2008, with criteria approved by the supervisory authority. Accreditation is valid for up to five years and may be renewed if requirements are met.";"1";"9";"1";"13";"4";"0.95";"0.54";"0.58";"maritaca"
"46";"grafo";":RegulatoryAuthority :CrossBorderTransfer :SecurityOfPersonalData :Compliance :PersonalData :Processing";"chapter V, article 45, point 2a, chapter V, article 45, point 2b, chapter V, article 45, point 2c";"What are the elements that the Commission takes into account when assessing the adequacy of the level of protection in a third country or international organization, according to Article 45?";"The Commission shall take account of the following elements: a) the rule of law, respect for human rights and fundamental freedoms, relevant legislation, both general and sectoral, including concerning public security, defence, national security and criminal law and the access of public authorities to personal data, as well as the implementation of such legislation, data protection rules, professional rules and security measures, including rules for the onward transfer of personal data to another third country or international organisation which are complied with in that country or international organisation, case-law, as well as effective and enforceable data subject rights and effective administrative and judicial redress for the data subjects whose personal data are being transferred; b) the existence and effective functioning of one or more independent supervisory authorities in the third country or to which an international organisation is subject, with responsibility for ensuring and enforcing compliance with the data protection rules, including adequate enforcement powers, for assisting and advising the data subjects in exercising their rights and for cooperation with the supervisory authorities of the Member States; and c) the international commitments the third country or international organisation concerned has entered into, or other obligations arising from legally binding conventions or instruments as well as from its participation in multilateral or regional systems, in particular in relation to the protection of personal data.";"According to Article 45, when assessing adequacy of protection in a third country or international organisation, the Commission shall consider: (a) the rule of law, human rights, relevant legislation (including on public security and access by authorities), data protection rules, professional rules, security measures, onward transfer rules, case-law, and enforceable data subject rights with effective redress; (b) the existence and effective functioning of independent supervisory authorities with adequate enforcement powers and cooperation capacity; and (c) the international commitments or legally binding obligations entered into by the country or organisation regarding personal data protection.";"1";"18";"1";"13";"6";"0.94";"0.59";"0.86";"maritaca"
"47";"grafo";":Controller :Processor :PersonalData :CrossBorderTransfer :RestrictionsOnCrossBorderTransfers :ShareDataWithThirdParty :LawfulBasisForProcessing :Obligation";"chapter V, article 46, point 1, chapter V, article 45, point 1";"Under what conditions can a controller or processor transfer personal data to a third country or international organization?";"A controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards, and on condition that enforceable data subject rights and effective legal remedies for data subjects are available.";"A controller or processor may transfer personal data to a third country or international organisation only if appropriate safeguards are provided, and enforceable data subject rights and effective legal remedies are available, as set out in Chapter V. Transfers may also occur where the Commission has decided the third country or organisation ensures an adequate level of protection, or under derogations in specific situations.";"1";"16";"1";"50";"8";"0.88";"0.54";"0.93";"maritaca"
"48";"grafo";":PersonalData :Controller :Processor :CrossBorderTransfer :LegalObligation :ShareDataWithThirdParty :RestrictionsOnCrossBorderTransfers";"chapter V, article 48, point text_1";"Under what circumstances can a judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data be recognised or enforceable?";"Any judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data may only be recognised or enforceable in any manner if based on an international agreement, such as a mutual legal assistance treaty, in force between the requesting third country and the Union or a Member State, without prejudice to other grounds for transfer pursuant to this Chapter.";"A judgment or decision from a third country requiring personal data transfer or disclosure is only recognized or enforceable if based on an international agreement (e.g., mutual legal assistance treaty) between the third country and the EU or a Member State, without prejudice to other lawful transfer grounds under GDPR Chapter V.";"1";"17";"1";"50";"7";"0.81";"0.99";"0.84";"maritaca"
"49";"grafo";":Rule :Obligation :DPA :Compliance";"chapter V, article 47, point 2, chapter V, article 47, point 2d, chapter V, article 47, point 2e, chapter V, article 47, point 2m";"What are the requirements that binding corporate rules must fulfill in order to be approved by the competent supervisory authority?";"Binding corporate rules must be legally binding and apply to every member concerned of the group of undertakings, expressly confer enforceable rights on data subjects with regard to the processing of their personal data, and fulfill the requirements laid down in paragraph 2 of Article 47.";"Binding corporate rules must specify at least: the legal basis for transfers; data protection principles (purpose limitation, data minimisation, etc.); rights of data subjects (including complaint and redress mechanisms); mechanisms for compliance verification (audits, corrective actions); and reporting obligations regarding third-country legal requirements that may affect the guarantees provided. These requirements are set out in Article 47, points 2(d), 2(e), and 2(m).";"1";"0";"1";"50";"4";"0.91";"0.98";"0.76";"maritaca"
"50";"grafo";":PersonalData :CrossBorderTransfer :RestrictionsOnCrossBorderTransfers :LawfulBasisForProcessing :Controller :Processor";"chapter V, article 49, point 1, chapter V, article 49, point text_2";"Under what conditions can a transfer or set of transfers of personal data to a third country or an international organisation take place in the absence of an adequacy decision or appropriate safeguards?";"A transfer or set of transfers of personal data to a third country or an international organisation shall take place only on one of the following conditions: (a) the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers for the data subject due to the absence of an adequacy decision and appropriate safeguards; (b) the transfer is necessary for the performance of a contract between the data subject and the controller or the implementation of pre-contractual measures taken at the data subject's request; (c) the transfer is necessary for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and another natural or legal person; (d) the transfer is necessary for important reasons of public interest; (e) the transfer is necessary for the establishment, exercise or defence of legal claims; (f) the transfer is necessary in order to protect the vital interests of the data subject or of other persons, where the data subject is physically or legally incapable of giving consent; (g) the transfer is made from a register which according to Union or Member State law is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate a legitimate interest, but only to the extent that the conditions laid down by Union or Member State law for consultation are fulfilled in the particular case.";"A transfer may occur if the data subject has explicitly consented after being informed of the risks, or if it is necessary for compelling legitimate interests of the controller, provided the transfer is not repetitive, concerns a limited number of data subjects, and suitable safeguards are provided and notified to the supervisory authority (Art. 49).";"1";"17";"1";"50";"6";"0.94";"0.89";"0.57";"maritaca"
"51";"grafo";":DPA :Entity :CrossBorderTransfer :Obligation";"chapter V, article 50, point text_1a, chapter V, article 50, point text_1b, chapter V, article 50, point text_1c, chapter V, article 50, point text_1d";"What steps should the Commission and supervisory authorities take in relation to third countries and international organisations according to Article 50 of GDPR?";"The Commission and supervisory authorities should take appropriate steps to (a) develop international cooperation mechanisms to facilitate the effective enforcement of legislation for the protection of personal data; (b) provide international mutual assistance in the enforcement of legislation for the protection of personal data, including through notification, complaint referral, investigative assistance and information exchange, subject to appropriate safeguards for the protection of personal data and other fundamental rights and freedoms; (c) engage relevant stakeholders in discussion and activities aimed at furthering international cooperation in the enforcement of legislation for the protection of personal data; (d) promote the exchange and documentation of personal data protection legislation and practice, including on jurisdic­tional conflicts with third countries.";"According to Article 50, the Commission and supervisory authorities shall develop international cooperation mechanisms, provide mutual assistance in enforcement (including notification and information exchange), engage stakeholders, and promote the exchange and documentation of personal data protection legislation and practice with third countries and international organisations.";"1";"6";"1";"5";"4";"0.91";"0.55";"0.82";"maritaca"
"52";"grafo";":DPA :MonitorCompliance :Compliance :Obligation :Principle :Rights";"chapter VI, article 51, point 1, chapter VI, article 51, point 2";"What is the purpose of the supervisory authority established in each Member State according to Article 51 of the GDPR Regulation?";"The purpose of the supervisory authority established in each Member State is to monitor the application of the GDPR Regulation, protect the fundamental rights and freedoms of natural persons in relation to processing, and facilitate the free flow of personal data within the Union.";"The supervisory authority in each Member State shall monitor the application of the GDPR to protect fundamental rights and freedoms regarding personal data processing and facilitate the free flow of data within the Union, acting as an independent public authority. It must also contribute to the consistent application of the Regulation across the EU by cooperating with other authorities and the Commission.";"1";"5";"1";"4";"6";"0.98";"0.54";"0.86";"maritaca"
"53";"grafo";":DPA :Obligation :Activity :MonitorCompliance";"chapter VI, article 52, point 2";"What is the requirement for the member or members of each supervisory authority in performing their tasks and exercising their powers?";"The member or members of each supervisory authority shall, in the performance of their tasks and exercise of their powers in accordance with this Regulation, remain free from external influence, whether direct or indirect, and shall neither seek nor take instructions from anybody.";"The member or members of each supervisory authority shall, in performing their tasks and exercising their powers, remain free from external influence, whether direct or indirect, and shall neither seek nor take instructions from anybody.";"1";"15";"1";"50";"4";"1.00";"1.00";"0.97";"maritaca"
"54";"grafo";":DPA";"chapter VI, article 53, point 2";"What are the qualifications, experience and skills required for each member of the supervisory authority according to Article 53?";"Each member shall have the qualifications, experience and skills, in particular in the area of the protection of personal data, required to perform its duties and exercise its powers.";"Each member of the supervisory authority shall have the qualifications, experience and skills, in particular in the area of the protection of personal data, required to perform its duties and exercise its powers, as stated in Article 53, point 2.";"0";"0";"1";"5";"1";"0.78";"0.55";"0.84";"maritaca"
"55";"grafo";":DPA :RegulatoryAuthority :LegalObligation :Obligation";"chapter VI, article 54, point 1, chapter VI, article 54, point 1a, chapter VI, article 54, point 1b, chapter VI, article 54, point 1c, chapter VI, article 54, point 1d, chapter VI, article 54, point 1e, chapter VI, article 54, point 1f";"What are the six provisions that each Member State must provide by law regarding the establishment of the supervisory authority according to Article 54?";"The six provisions that each Member State must provide by law regarding the establishment of the supervisory authority according to Article 54 are: (a) the establishment of each supervisory authority; (b) the qualifications and eligibility conditions required to be appointed as a member of each supervisory authority; (c) the rules and procedures for the appointment of the member or members of each supervisory authority; (d) the duration of the term of the member or members of each supervisory authority of no less than four years, except for the first appointment after 24 May 2016, part of which may take place for a shorter period where that is necessary to protect the independence of the supervisory authority by means of a staggered appointment procedure; (e) whether and, if so, for how many terms the member or members of each supervisory authority are eligible for reappointment; and (f) the conditions governing the obligations of the member or members and staff of each supervisory authority, prohibitions on actions, occupations and benefits incompatible therewith during and after the term of office, and rules governing the cessation of employment.";"Each Member State shall provide by law for: (a) establishment of each supervisory authority; (b) qualifications and eligibility for appointment; (c) rules and procedures for appointment; (d) term duration (no less than four years); (e) eligibility for reappointment; (f) obligations, prohibitions, and conditions governing staff and members. These are the six provisions required by Article 54.";"1";"0";"1";"8";"4";"0.83";"1.00";"0.80";"maritaca"
"56";"grafo";":DPA :RegulatoryAuthority :Article";"chapter VI, article 55, point 1";"Which Article of the GDPR Regulation specifies the competence of supervisory authorities?";"Article 55";"Article 55 of the GDPR specifies the competence of supervisory authorities. Each supervisory authority is competent for the performance of its tasks and the exercise of its powers on the territory of its own Member State, as stated in chapter VI, article 55, point 1.";"1";"20";"1";"50";"3";"0.75";"0.54";"0.38";"maritaca"
"57";"grafo";":DPA :CrossBorderTransfer :Controller :Processor :Processing";"chapter VI, article 56, point 1, chapter VI, article 56, point 2";"According to Article 56, which supervisory authority shall be competent to act as lead supervisory authority for cross-border processing carried out by a controller or processor?";"The supervisory authority of the main establishment or of the single establishment of the controller or processor shall be competent to act as lead supervisory authority for the cross-border processing carried out by that controller or processor.";"The supervisory authority of the main establishment or of the single establishment of the controller or processor shall be competent to act as lead supervisory authority for cross-border processing, in accordance with Article 56(1).";"1";"19";"1";"6";"5";"0.95";"0.57";"0.89";"maritaca"
